TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Jan,2024",01-01-2024,D,20,201770,52-55%,25,8,30,10%,0,2,14,50%,100,,,50%,0,,,10%,0,4,19,10%,100,1,2,5%,100,15,84,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,50,201580,52-55%,44.44,9,47,10%,0,1,16,50%,88.89,,,50%,11.11,,,10%,0,3,22,10%,11.11,7,25,5%,50,4,33,100%,88.89,2,15
MONTHLY,"May,2023",01-05-2023,T,110,,52-55%,47.95,8,,10%,0,7,,50%,33.33,,,50%,66.67,,,10%,7.18,2,,10%,10.26,4,,5%,0,1,,100%,76.92,1,
MONTHLY,"Nov,2023",01-11-2023,D,30,201470,52-55%,66.67,4,23,10%,0,2,15,50%,100,,,50%,0,,,10%,0,2,21,10%,66.67,1,2,5%,20,2,2,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,30,201670,52-55%,66.67,4,23,10%,0,2,15,50%,100,,,50%,0,,,10%,0,2,21,10%,50,2,3,5%,40,3,7,100%,0,4,36
MONTHLY,"Nov,2023",01-11-2023,D,30,201760,52-55%,75,3,16,10%,0,2,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,4,28,5%,100,9,85,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,50,8700,52-55%,23.08,8,29,10%,0,2,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,4,20,5%,85,6,46,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,45,17700,52-55%,38.46,9,30,10%,0,1,14,50%,40,,,50%,60,,,10%,0,6,17,10%,40,1,5,5%,0,1,1,100%,40,7,22
MONTHLY,"Aug,2023",01-08-2023,D,35,59100,52-55%,20,7,54,10%,0,1,13,50%,0,,,50%,100,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,40,37100,52-55%,16.67,11,55,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,14,10%,0,10,41,5%,50,9,42,100%,66.67,7,24
MONTHLY,"Mar,2023",01-03-2023,D,55,15400,52-55%,84.62,2,3,10%,28.57,2,4,50%,28.57,,,50%,71.43,,,10%,0,3,21,10%,0,4,22,5%,0,1,1,100%,33.33,3,27
MONTHLY,"Jan,2023",01-01-2023,D,10,201060,52-55%,54.55,5,24,10%,0,1,13,50%,25,,,50%,75,,,10%,0,1,19,10%,50,1,4,5%,0,1,1,100%,58.33,1,14
MONTHLY,"Mar,2023",01-03-2023,D,60,4100,52-55%,61.11,6,23,10%,17.65,4,6,50%,23.53,,,50%,76.47,,,10%,0,5,21,10%,0,3,22,5%,0,1,1,100%,23.53,6,33
MONTHLY,"Mar,2023",01-03-2023,D,60,136700,52-55%,75,2,8,10%,25,3,5,50%,75,,,50%,25,,,10%,25,1,5,10%,0,3,22,5%,0,1,1,100%,25,5,32
MONTHLY,"Feb,2023",01-02-2023,D,45,200740,52-55%,88.89,1,2,10%,0,1,14,50%,10.53,,,50%,89.47,,,10%,10.53,4,11,10%,0,3,17,5%,0,1,1,100%,68.42,3,12
MONTHLY,"Jan,2024",01-01-2024,D,30,62200,52-55%,66.67,3,14,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,0,1,1,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,30,200610,52-55%,50,4,20,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,100,7,84,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,30,201630,52-55%,75,2,9,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,80,2,29,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,20,200580,52-55%,60,6,23,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,7.69,6,25,5%,18.18,3,17,100%,46.15,8,31
MONTHLY,"Jul,2023",01-07-2023,D,20,201050,52-55%,33.33,9,55,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,7,34,5%,0,1,1,100%,50,7,30
MONTHLY,"Jul,2023",01-07-2023,D,65,4600,52-55%,63.64,5,17,10%,0,3,16,50%,32,,,50%,68,,,10%,0,6,22,10%,12,9,20,5%,12.5,4,10,100%,56,4,28
MONTHLY,"Jul,2023",01-07-2023,D,65,136800,52-55%,54.55,7,33,10%,0,3,16,50%,100,,,50%,0,,,10%,0,6,22,10%,16.67,6,16,5%,0,1,1,100%,0,13,55
MONTHLY,"Jul,2023",01-07-2023,D,65,41000,52-55%,46.67,10,40,10%,0,3,16,50%,92.86,,,50%,7.14,,,10%,0,6,22,10%,14.29,7,18,5%,0,1,1,100%,28.57,7,40
MONTHLY,"Mar,2023",01-03-2023,D,65,201110,52-55%,100,1,1,10%,0,3,13,50%,55.56,,,50%,44.44,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,0,12,41
MONTHLY,"Mar,2023",01-03-2023,D,65,201880,52-55%,0,12,53,10%,0,3,13,50%,0,,,50%,0,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,0,12,41
MONTHLY,"Mar,2023",01-03-2023,D,65,29200,52-55%,42.86,9,36,10%,0,3,13,50%,100,,,50%,0,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,42.86,6,23
MONTHLY,"Mar,2024",01-03-2024,D,50,11900,52-55%,100,1,1,10%,0,1,5,50%,100,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,68.42,2,11,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,50,200290,52-55%,0,9,43,10%,0,1,13,50%,100,,,50%,0,,,10%,0,5,19,10%,0,4,22,5%,0,1,1,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,30,201760,52-55%,52.94,3,44,10%,0,2,19,50%,100,,,50%,0,,,10%,0,3,36,10%,0,5,46,5%,0,1,1,100%,77.78,3,16
MONTHLY,"May,2023",01-05-2023,D,30,200820,52-55%,20,10,76,10%,0,2,19,50%,100,,,50%,0,,,10%,0,3,36,10%,0,5,46,5%,0,1,1,100%,0,8,66
MONTHLY,"Mar,2023",01-03-2023,D,10,201810,52-55%,25,8,45,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,21,10%,0,6,22,5%,0,1,1,100%,75,2,13
MONTHLY,"Mar,2023",01-03-2023,D,10,50900,52-55%,57.14,2,25,10%,0,1,13,50%,80,,,50%,20,,,10%,20,1,7,10%,20,3,9,5%,0,1,1,100%,40,5,24
MONTHLY,"Mar,2023",01-03-2023,D,10,200620,52-55%,50,4,30,10%,0,1,13,50%,87.5,,,50%,12.5,,,10%,0,2,21,10%,25,2,7,5%,0,1,1,100%,12.5,10,39
MONTHLY,"Aug,2023",01-08-2023,D,45,17700,52-55%,68.75,3,13,10%,0,1,13,50%,41.67,,,50%,58.33,,,10%,0,4,14,10%,16.67,7,23,5%,11.76,2,5,100%,75,4,18
MONTHLY,"Aug,2023",01-08-2023,D,45,135100,52-55%,50,9,35,10%,0,1,13,50%,75,,,50%,25,,,10%,0,4,14,10%,12.5,9,28,5%,25,7,16,100%,75,4,18
MONTHLY,"Nov,2023",01-11-2023,D,45,135100,52-55%,100,1,1,10%,0,1,15,50%,100,,,50%,0,,,10%,0,6,21,10%,40,1,5,5%,50,2,15,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,45,200150,52-55%,70,8,22,10%,0,1,15,50%,21.43,,,50%,78.57,,,10%,28.57,2,3,10%,7.14,7,22,5%,70.97,12,65,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,45,16400,52-55%,71.79,6,19,10%,0,1,15,50%,14.81,,,50%,85.19,,,10%,0,6,21,10%,11.11,4,17,5%,64.18,9,52,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,45,138100,52-55%,75,4,16,10%,0,1,15,50%,70,,,50%,30,,,10%,5,5,18,10%,10,5,18,5%,70,11,63,100%,90,4,11
MONTHLY,"Mar,2024",01-03-2024,D,60,129200,52-55%,0,4,12,10%,0,3,5,50%,0,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,79.55,8,45,100%,0,3,6
MONTHLY,"Mar,2024",01-03-2024,D,60,136700,52-55%,100,1,1,10%,0,3,5,50%,100,,,50%,0,,,10%,0,1,7,10%,0,3,7,5%,84.31,11,60,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,40,201780,52-55%,50,7,27,10%,0,1,14,50%,33.33,,,50%,66.67,,,10%,0,4,17,10%,0,4,17,5%,0,1,1,100%,33.33,6,25
MONTHLY,"Feb,2023",01-02-2023,D,40,201830,52-55%,61.54,4,20,10%,0,1,14,50%,62.5,,,50%,37.5,,,10%,0,4,17,10%,25,2,8,5%,0,1,1,100%,25,8,30
MONTHLY,"Aug,2023",01-08-2023,D,50,2700,52-55%,43.9,9,41,10%,0,1,13,50%,100,,,50%,0,,,10%,4.76,1,11,10%,9.52,8,32,5%,31.25,5,25,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,40,201070,52-55%,62.5,5,22,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,40,4,11,5%,50,9,51,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,20,200540,52-55%,66.67,4,25,10%,0,2,16,50%,100,,,50%,0,,,10%,0,3,22,10%,50,1,3,5%,100,13,72,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,20,200390,52-55%,10,14,60,10%,0,2,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,9,42,5%,66.67,10,61,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,10,201060,52-55%,59.26,5,29,10%,0,1,19,50%,41.18,,,50%,58.82,,,10%,0,3,36,10%,17.65,4,17,5%,0,1,1,100%,76.47,2,17
MONTHLY,"May,2023",01-05-2023,D,10,200620,52-55%,58.82,6,30,10%,0,1,19,50%,84.62,,,50%,15.38,,,10%,0,3,36,10%,46.15,1,3,5%,0,1,1,100%,38.46,7,44
MONTHLY,"May,2023",01-05-2023,D,10,201550,52-55%,33.33,11,70,10%,0,1,19,50%,100,,,50%,0,,,10%,0,3,36,10%,0,8,46,5%,0,1,1,100%,16.67,9,57
MONTHLY,"May,2023",01-05-2023,D,10,1700,52-55%,58.06,7,31,10%,0,1,19,50%,100,,,50%,0,,,10%,0,3,36,10%,5,7,38,5%,0,1,1,100%,45,5,37
MONTHLY,"Mar,2024",01-03-2024,D,65,142700,52-55%,100,1,1,10%,0,2,5,50%,100,,,50%,0,,,10%,0,3,7,10%,0,4,7,5%,82.46,12,53,100%,0,4,6
MONTHLY,"Mar,2024",01-03-2024,D,65,41000,52-55%,0,4,12,10%,0,2,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,4,7,5%,82.14,11,52,100%,0,4,6
MONTHLY,"May,2023",01-05-2023,D,45,10100,52-55%,53.66,8,41,10%,0,1,19,50%,75,,,50%,25,,,10%,2.08,9,35,10%,0,8,46,5%,0,1,1,100%,83.33,2,12
MONTHLY,"May,2023",01-05-2023,D,45,135100,52-55%,20,13,76,10%,0,1,19,50%,100,,,50%,0,,,10%,0,10,36,10%,0,8,46,5%,0,1,1,100%,75,5,19
MONTHLY,"May,2023",01-05-2023,D,45,28200,52-55%,0,14,83,10%,0,1,19,50%,0,,,50%,0,,,10%,0,10,36,10%,0,8,46,5%,0,1,1,100%,0,13,66
MONTHLY,"Jan,2023",01-01-2023,D,55,8600,52-55%,66.67,3,15,10%,0,6,13,50%,66.67,,,50%,33.33,,,10%,0,4,19,10%,0,3,22,5%,0,1,1,100%,33.33,4,26
MONTHLY,"Jan,2023",01-01-2023,D,30,201760,52-55%,75,2,11,10%,0,1,13,50%,100,,,50%,0,,,10%,33.33,2,3,10%,0,1,22,5%,0,1,1,100%,66.67,2,12
MONTHLY,"Jan,2023",01-01-2023,D,30,201620,52-55%,37.5,5,33,10%,0,1,13,50%,50,,,50%,50,,,10%,50,1,2,10%,0,1,22,5%,0,1,1,100%,50,3,19
MONTHLY,"Oct,2023",01-10-2023,D,45,59200,52-55%,30,12,54,10%,0,1,16,50%,100,,,50%,0,,,10%,0,4,22,10%,50,1,3,5%,63.16,10,57,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,45,52100,52-55%,63.16,5,27,10%,0,1,16,50%,100,,,50%,0,,,10%,0,4,22,10%,23.53,3,11,5%,48.84,6,32,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,60,25400,52-55%,44.44,9,34,10%,50,2,2,50%,50,,,50%,50,,,10%,0,5,21,10%,0,3,22,5%,0,1,1,100%,0,8,41
MONTHLY,"Jan,2023",01-01-2023,D,10,1700,52-55%,56.25,4,22,10%,0,1,13,50%,78.57,,,50%,21.43,,,10%,0,1,19,10%,7.14,5,18,5%,0,1,1,100%,57.14,2,15
MONTHLY,"Jan,2023",01-01-2023,D,10,13500,52-55%,40,8,31,10%,0,1,13,50%,66.67,,,50%,33.33,,,10%,0,1,19,10%,0,6,22,5%,0,1,1,100%,33.33,5,26
MONTHLY,"Mar,2023",01-03-2023,D,60,201740,52-55%,33.33,12,42,10%,0,7,13,50%,33.33,,,50%,66.67,,,10%,0,5,21,10%,0,3,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,20,200580,52-55%,44.44,10,40,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,42.86,2,7,5%,50,6,42,100%,71.43,6,23
MONTHLY,"Aug,2023",01-08-2023,D,20,128100,52-55%,38.89,12,46,10%,0,2,13,50%,50,,,50%,50,,,10%,0,2,14,10%,12.5,6,28,5%,37.5,4,29,100%,87.5,3,8
MONTHLY,"Aug,2023",01-08-2023,D,20,201680,52-55%,0,15,57,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,0,10,48
MONTHLY,"Oct,2023",01-10-2023,D,45,16400,52-55%,76,3,17,10%,0,1,16,50%,15.15,,,50%,84.85,,,10%,0,4,22,10%,18.18,5,16,5%,45,3,23,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,45,28200,52-55%,0,13,61,10%,0,1,16,50%,0,,,50%,0,,,10%,0,4,22,10%,0,11,42,5%,0,1,1,100%,0,8,40
MONTHLY,"Feb,2023",01-02-2023,D,35,201450,52-55%,66.67,2,18,10%,0,1,14,50%,25,,,50%,75,,,10%,25,1,5,10%,0,2,17,5%,0,1,1,100%,87.5,1,4
MONTHLY,"Feb,2023",01-02-2023,D,35,59100,52-55%,0,5,41,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,17,10%,0,2,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Jul,2023",01-07-2023,D,45,28100,52-55%,57.14,6,27,10%,0,1,16,50%,63.64,,,50%,36.36,,,10%,0,7,22,10%,0,9,34,5%,28.57,10,26,100%,18.18,10,47
MONTHLY,"Jul,2023",01-07-2023,D,40,201830,52-55%,40,9,49,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,8,34,5%,0,1,1,100%,80,4,13
MONTHLY,"Jul,2023",01-07-2023,D,40,50100,52-55%,55.56,6,30,10%,0,1,16,50%,80,,,50%,20,,,10%,0,3,22,10%,20,3,14,5%,0,1,1,100%,40,9,34
MONTHLY,"Jun,2023",01-06-2023,D,55,29300,52-55%,66.67,7,24,10%,16.67,2,3,50%,66.67,,,50%,33.33,,,10%,0,5,25,10%,0,2,35,5%,50,7,12,100%,16.67,7,53
MONTHLY,"Jun,2023",01-06-2023,D,55,200720,52-55%,60.71,9,35,10%,3.33,6,14,50%,33.33,,,50%,66.67,,,10%,3.33,4,23,10%,0,2,35,5%,0,1,1,100%,43.33,5,37
MONTHLY,"Jun,2023",01-06-2023,D,55,8600,52-55%,61.11,8,33,10%,0,7,15,50%,60,,,50%,40,,,10%,6.67,3,15,10%,0,2,35,5%,20,5,9,100%,60,3,30
MONTHLY,"Mar,2023",01-03-2023,D,65,4600,52-55%,55.56,7,26,10%,0,3,13,50%,42.86,,,50%,57.14,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,57.14,4,20
MONTHLY,"Mar,2023",01-03-2023,D,65,136800,52-55%,0,12,53,10%,0,3,13,50%,0,,,50%,0,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,0,12,41
MONTHLY,"Oct,2023",01-10-2023,D,45,135100,52-55%,62.5,7,29,10%,0,1,16,50%,80,,,50%,20,,,10%,0,4,22,10%,20,4,15,5%,40,2,17,100%,80,4,19
MONTHLY,"Oct,2023",01-10-2023,D,45,200150,52-55%,54.17,9,39,10%,0,1,16,50%,18.18,,,50%,81.82,,,10%,18.18,2,5,10%,0,11,42,5%,66.67,12,61,100%,72.73,5,23
MONTHLY,"Aug,2023",01-08-2023,D,20,200940,52-55%,61.54,4,20,10%,0,2,13,50%,86.67,,,50%,13.33,,,10%,0,2,14,10%,0,7,41,5%,28.57,3,21,100%,60,8,27
MONTHLY,"Dec,2023",01-12-2023,T,100,,52-55%,46.77,9,,10%,7.69,2,,50%,76.92,,,50%,23.08,,,10%,5.13,4,,10%,2.56,8,,5%,80.7,9,,100%,82.05,9,
MONTHLY,"Feb,2023",01-02-2023,T,100,,52-55%,41.38,9,,10%,0,4,,50%,80,,,50%,20,,,10%,5,3,,10%,0,10,,5%,0,1,,100%,30,10,
MONTHLY,"Jul,2023",01-07-2023,T,105,,52-55%,50.46,6,,10%,0,5,,50%,68.12,,,50%,31.88,,,10%,1.45,10,,10%,17.39,1,,5%,30,7,,100%,65.22,3,
MONTHLY,"May,2023",01-05-2023,D,45,200150,52-55%,63.83,2,22,10%,0,1,19,50%,41.38,,,50%,58.62,,,10%,0,10,36,10%,17.24,1,18,5%,0,1,1,100%,79.31,3,14
MONTHLY,"May,2023",01-05-2023,D,45,59200,52-55%,45,10,58,10%,0,1,19,50%,75,,,50%,25,,,10%,0,10,36,10%,16.67,2,19,5%,0,1,1,100%,33.33,10,47
MONTHLY,"May,2023",01-05-2023,D,45,28100,52-55%,44.44,11,59,10%,0,1,19,50%,83.33,,,50%,16.67,,,10%,5.56,7,26,10%,0,8,46,5%,0,1,1,100%,11.11,12,61
MONTHLY,"May,2023",01-05-2023,D,45,115000,52-55%,0,14,83,10%,0,1,19,50%,0,,,50%,0,,,10%,0,10,36,10%,0,8,46,5%,0,1,1,100%,0,13,66
MONTHLY,"Jan,2023",01-01-2023,D,55,138700,52-55%,72.73,2,13,10%,15.38,3,5,50%,17.95,,,50%,82.05,,,10%,12.82,2,11,10%,10.26,1,16,5%,0,1,1,100%,74.36,2,9
MONTHLY,"Jan,2023",01-01-2023,D,30,201470,52-55%,100,1,1,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,45,138100,52-55%,39.29,11,51,10%,0,1,16,50%,93.33,,,50%,6.67,,,10%,0,4,22,10%,26.67,2,8,5%,68,13,62,100%,53.33,6,30
MONTHLY,"Mar,2023",01-03-2023,D,60,28000,52-55%,72.73,3,9,10%,0,7,13,50%,11.11,,,50%,88.89,,,10%,0,5,21,10%,33.33,1,5,5%,0,1,1,100%,0,8,41
MONTHLY,"Aug,2023",01-08-2023,D,20,201430,52-55%,75,3,6,10%,0,2,13,50%,100,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,50,9,32
MONTHLY,"Aug,2023",01-08-2023,D,20,46100,52-55%,0,15,57,10%,0,2,13,50%,0,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,0,10,48
MONTHLY,"Aug,2023",01-08-2023,D,20,48700,52-55%,54.55,6,28,10%,12.5,1,8,50%,87.5,,,50%,12.5,,,10%,0,2,14,10%,0,7,41,5%,42.86,5,36,100%,75,5,18
MONTHLY,"May,2023",01-05-2023,D,45,143200,52-55%,0,14,83,10%,0,1,19,50%,0,,,50%,0,,,10%,0,10,36,10%,0,8,46,5%,0,1,1,100%,0,13,66
MONTHLY,"Feb,2023",01-02-2023,D,35,201870,52-55%,0,5,41,10%,0,1,14,50%,0,,,50%,0,,,10%,0,3,17,10%,0,2,17,5%,0,1,1,100%,0,5,34
MONTHLY,"Jul,2023",01-07-2023,D,45,59200,52-55%,85.71,1,3,10%,0,1,16,50%,100,,,50%,0,,,10%,0,7,22,10%,25,3,9,5%,16.67,7,15,100%,50,6,30
MONTHLY,"Jul,2023",01-07-2023,D,45,138100,52-55%,56,7,29,10%,0,1,16,50%,84.21,,,50%,15.79,,,10%,10.53,2,12,10%,21.05,6,13,5%,10.53,5,7,100%,36.84,8,37
MONTHLY,"Jul,2023",01-07-2023,D,40,200380,52-55%,54.55,7,33,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,8,34,5%,0,1,1,100%,14.29,11,49
MONTHLY,"Mar,2023",01-03-2023,D,35,201560,52-55%,0,7,53,10%,0,1,13,50%,0,,,50%,0,,,10%,0,3,21,10%,0,3,22,5%,0,1,1,100%,0,4,41
MONTHLY,"Mar,2023",01-03-2023,D,35,201400,52-55%,12.5,6,51,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,21,10%,0,3,22,5%,0,1,1,100%,0,4,41
MONTHLY,"Jun,2023",01-06-2023,D,55,138700,52-55%,86.11,1,4,10%,6.38,5,11,50%,46.81,,,50%,53.19,,,10%,8.51,2,12,10%,0,2,35,5%,0,1,1,100%,89.36,2,7
MONTHLY,"Dec,2023",01-12-2023,D,60,51600,52-55%,75,4,14,10%,0,7,14,50%,28,,,50%,72,,,10%,4,5,18,10%,0,4,27,5%,81.88,12,60,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,60,45300,52-55%,70,7,18,10%,0,7,14,50%,40,,,50%,60,,,10%,10,3,12,10%,0,4,27,5%,62.22,2,16,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,60,200320,52-55%,73.33,6,17,10%,11.11,5,10,50%,22.22,,,50%,77.78,,,10%,11.11,1,9,10%,5.56,5,24,5%,68.18,10,60,100%,66.67,7,25
MONTHLY,"Mar,2024",01-03-2024,D,65,10000,52-55%,0,4,12,10%,0,2,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,4,7,5%,93.88,18,84,100%,0,4,6
MONTHLY,"Mar,2024",01-03-2024,D,65,142300,52-55%,66.67,3,6,10%,0,2,5,50%,83.33,,,50%,16.67,,,10%,0,3,7,10%,0,4,7,5%,84.54,14,61,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,55,201480,52-55%,75,3,12,10%,0,7,16,50%,73.33,,,50%,26.67,,,10%,0,1,1,10%,0,7,36,5%,42.86,6,38,100%,20,6,29
MONTHLY,"Mar,2024",01-03-2024,D,45,33300,52-55%,75,2,4,10%,0,1,5,50%,100,,,50%,0,,,10%,0,4,7,10%,0,4,7,5%,71.74,3,18,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,50,11900,52-55%,53.13,3,43,10%,0,1,19,50%,90.91,,,50%,9.09,,,10%,3.03,4,32,10%,12.12,5,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,30,62200,52-55%,100,1,1,10%,0,2,16,50%,100,,,50%,0,,,10%,0,2,22,10%,50,2,3,5%,0,1,1,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,30,200820,52-55%,20,9,58,10%,0,2,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,4,42,5%,0,1,1,100%,0,3,40
MONTHLY,"Oct,2023",01-10-2023,D,30,46700,52-55%,75,2,18,10%,0,2,16,50%,85.71,,,50%,14.29,,,10%,0,2,22,10%,0,4,42,5%,38.46,4,15,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,45,30800,52-55%,50,9,35,10%,0,1,13,50%,88.89,,,50%,11.11,,,10%,0,4,14,10%,11.11,10,30,5%,23.08,6,15,100%,11.11,10,46
MONTHLY,"Nov,2023",01-11-2023,D,45,10100,52-55%,70.83,7,21,10%,0,1,15,50%,85,,,50%,15,,,10%,10,3,10,10%,0,9,28,5%,65.15,10,56,100%,95,2,6
MONTHLY,"Feb,2023",01-02-2023,D,40,201100,52-55%,25,11,37,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,17,10%,0,4,17,5%,0,1,1,100%,0,9,34
MONTHLY,"Aug,2023",01-08-2023,D,50,201860,52-55%,40,10,45,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,14,10%,50,1,5,5%,100,9,48,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,20,201510,52-55%,22.22,12,57,10%,0,2,16,50%,100,,,50%,0,,,10%,0,3,22,10%,28.57,3,6,5%,66.67,10,61,100%,28.57,6,35
MONTHLY,"May,2023",01-05-2023,D,50,201590,52-55%,65.63,1,19,10%,0,1,19,50%,94.44,,,50%,5.56,,,10%,0,5,36,10%,22.22,3,10,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,30,201630,52-55%,33.33,9,66,10%,0,2,15,50%,80,,,50%,20,,,10%,0,3,25,10%,10,4,23,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,30,201760,52-55%,54.55,4,47,10%,0,2,15,50%,87.5,,,50%,12.5,,,10%,12.5,2,9,10%,0,6,35,5%,0,1,1,100%,50,5,34
MONTHLY,"Jun,2023",01-06-2023,D,30,201530,52-55%,60,3,36,10%,0,2,15,50%,66.67,,,50%,33.33,,,10%,0,3,25,10%,0,6,35,5%,0,1,1,100%,0,8,62
MONTHLY,"Jun,2023",01-06-2023,D,30,201610,52-55%,36.36,8,64,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,25,10%,0,6,35,5%,0,1,1,100%,20,6,51
MONTHLY,"Jan,2023",01-01-2023,D,60,28000,52-55%,80,4,9,10%,14.29,3,6,50%,14.29,,,50%,85.71,,,10%,0,7,19,10%,28.57,1,9,5%,0,1,1,100%,0,6,36
MONTHLY,"Jan,2023",01-01-2023,D,60,58600,52-55%,38.46,11,32,10%,0,7,13,50%,0,,,50%,100,,,10%,0,7,19,10%,0,2,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Jan,2023",01-01-2023,D,60,129200,52-55%,66.67,8,15,10%,0,7,13,50%,50,,,50%,50,,,10%,12.5,5,12,10%,0,2,22,5%,0,1,1,100%,87.5,2,4
MONTHLY,"Oct,2023",01-10-2023,D,35,201450,52-55%,70.59,2,21,10%,0,2,16,50%,25,,,50%,75,,,10%,0,1,22,10%,8.33,7,29,5%,51.85,6,35,100%,100,1,1
